sale_id,product_id,date,quantity_sold,revenue
62,106,2025-06-24,1,241.25
63,191,2025-08-31,1,180.09
64,98,2025-07-19,1,14.72
65,170,2025-08-28,4,145.0
66,167,2025-06-09,11,187.11
67,127,2025-06-10,10,886.8
68,33,2025-08-04,2,857.94
69,152,2025-06-01,1,280.26
70,26,2025-06-09,6,2133.3
71,113,2025-08-20,1,110.68
72,117,2025-09-15,1,239.66
73,37,2025-06-15,1,82.14
74,168,2025-08-10,10,2742.9
75,20,2025-05-30,1,374.47
76,68,2025-10-26,1,247.09
77,178,2025-07-22,1,18.95
78,21,2025-05-31,5,214.55
79,173,2025-11-02,8,1247.36
80,98,2025-09-01,9,132.48
81,161,2025-08-24,3,587.46
82,195,2025-07-26,2,85.96
83,139,2025-10-24,1,69.19
84,18,2025-07-10,1,409.38
85,176,2025-09-30,7,1939.42
86,59,2025-11-03,6,289.98
87,112,2025-08-19,11,2280.19
88,195,2025-10-01,3,128.94
89,26,2025-05-26,1,355.55
90,178,2025-07-10,1,18.95
91,8,2025-08-26,1,326.57
92,15,2025-10-12,1,119.75
93,96,2025-09-23,1,110.28
94,63,2025-06-07,2,407.74
95,145,2025-08-23,3,637.95
96,47,2025-11-16,1,108.1
97,21,2025-09-10,2,85.82
98,98,2025-07-01,2,29.44
99,62,2025-06-18,2,131.24
100,150,2025-08-06,1,76.52
101,119,2025-09-16,3,529.26
102,118,2025-10-23,1,400.34
103,3,2025-06-25,6,699.42
104,120,2025-10-25,6,1599.3
105,174,2025-06-30,2,489.0
106,19,2025-08-02,1,151.63
107,89,2025-05-31,13,955.63
108,77,2025-06-28,3,1339.68
109,109,2025-06-18,3,350.73
110,117,2025-08-12,5,1198.3
111,51,2025-11-06,33,6895.02
112,124,2025-07-21,1,57.58
113,98,2025-08-15,2,29.44
114,148,2025-05-28,1,50.38
115,180,2025-07-02,1,348.41
116,169,2025-07-08,1,210.77
117,3,2025-11-14,3,349.71
118,176,2025-11-09,6,1662.36
119,13,2025-07-31,7,3210.06
120,191,2025-06-25,2,360.18
121,74,2025-06-19,4,837.88
122,59,2025-11-16,4,193.32
123,91,2025-11-08,1,364.41
124,49,2025-06-14,2,717.0
125,174,2025-08-13,4,978.0
126,197,2025-06-02,3,831.15
127,36,2025-07-06,2,180.54
128,161,2025-10-20,3,587.46
129,80,2025-07-13,4,372.28
130,9,2025-08-27,2,110.56
131,188,2025-10-28,1,159.02
132,76,2025-10-13,1,82.27
133,107,2025-08-14,1,217.28
134,34,2025-08-14,4,640.04
135,94,2025-08-02,2,788.66
136,70,2025-08-15,5,1137.0
137,66,2025-05-23,7,1787.8
138,124,2025-06-07,10,575.8
139,76,2025-10-29,4,329.08
140,87,2025-07-31,4,83.88
141,120,2025-07-28,9,2398.95
142,37,2025-09-07,4,328.56
143,58,2025-09-26,5,775.9
144,186,2025-09-24,3,742.74
145,102,2025-08-06,10,3118.8
146,143,2025-06-20,1,152.13
147,102,2025-09-18,1,311.88
148,138,2025-08-23,1,149.21
149,95,2025-06-05,3,680.01
150,173,2025-11-03,1,155.92
151,98,2025-08-17,5,73.6
152,96,2025-10-16,1,110.28
153,60,2025-09-26,1,416.3
154,159,2025-07-15,6,315.84
155,144,2025-08-01,1,348.52
156,157,2025-09-25,1,390.29
157,17,2025-08-05,3,660.57
158,119,2025-09-17,7,1234.94
159,78,2025-07-26,3,818.04
160,30,2025-07-21,1,390.75
161,10,2025-07-02,1,286.27
162,127,2025-11-04,1,88.68
163,61,2025-10-29,6,1839.3
164,35,2025-08-29,1,246.18
165,95,2025-09-08,3,680.01
166,191,2025-05-26,3,540.27
167,139,2025-09-27,1,69.19
168,191,2025-09-25,3,540.27
169,107,2025-10-19,3,651.84
170,126,2025-08-03,2,274.2
171,72,2025-10-14,1,451.04
172,95,2025-08-03,1,226.67
173,114,2025-06-24,9,1731.6
174,93,2025-10-12,1,96.33
175,176,2025-07-23,1,277.06
176,166,2025-07-23,1,274.34
177,102,2025-11-15,1,311.88
178,32,2025-07-08,8,2272.72
179,117,2025-06-21,1,239.66
180,55,2025-09-22,3,1134.9
181,153,2025-10-29,10,2900.5
182,13,2025-07-07,4,1834.32
183,63,2025-07-19,13,2650.31
184,145,2025-07-03,1,212.65
185,196,2025-06-03,2,460.58
186,151,2025-08-30,1,276.11
187,60,2025-08-27,1,416.3
188,38,2025-10-15,4,1346.76
189,153,2025-05-26,1,290.05
190,38,2025-10-03,13,4376.97
191,139,2025-06-25,1,69.19
192,45,2025-08-31,1,38.76
193,7,2025-07-28,1,241.11
194,92,2025-11-16,7,3108.28
195,61,2025-08-26,2,613.1
196,5,2025-07-25,1,257.39
197,14,2025-06-13,1,122.12
198,108,2025-09-29,2,306.9
199,191,2025-09-25,1,180.09
200,115,2025-09-04,4,213.56
201,132,2025-09-03,2,291.56
202,116,2025-07-29,2,724.64
203,158,2025-08-16,1,396.76
204,169,2025-09-10,2,421.54
205,118,2025-09-16,3,1201.02
206,8,2025-08-25,1,326.57
207,123,2025-07-30,5,1364.85
208,110,2025-09-16,3,273.03
209,126,2025-09-30,3,411.3
210,114,2025-05-24,1,192.4
211,21,2025-09-16,1,42.91
212,38,2025-09-18,1,336.69
213,71,2025-11-08,4,253.28
214,150,2025-10-06,2,153.04
215,84,2025-10-03,1,320.77
216,153,2025-05-25,2,580.1
217,117,2025-10-05,2,479.32
218,111,2025-11-09,1,397.98
219,180,2025-07-16,1,348.41
220,168,2025-06-30,3,822.87
221,197,2025-10-05,2,554.1
222,56,2025-07-15,1,257.56
223,59,2025-09-24,1,48.33
224,117,2025-06-16,1,239.66
225,187,2025-08-01,1,301.81
226,110,2025-10-12,1,91.01
227,66,2025-08-05,1,255.4
228,40,2025-11-13,5,1094.05
229,122,2025-11-01,1,107.97
230,22,2025-07-30,1,235.71
231,25,2025-07-27,4,477.12
232,96,2025-05-24,5,551.4
233,143,2025-07-01,1,152.13
234,144,2025-09-26,2,697.04
235,172,2025-08-05,1,390.8
236,91,2025-11-15,9,3279.69
237,193,2025-08-09,1,239.15
238,185,2025-05-31,1,286.71
239,74,2025-06-26,2,418.94
240,91,2025-06-29,1,364.41
241,130,2025-10-16,1,250.2
242,169,2025-07-04,1,210.77
243,28,2025-06-28,1,198.18
244,143,2025-10-17,1,152.13
245,196,2025-07-07,1,230.29
246,58,2025-11-10,7,1086.26
247,144,2025-10-19,11,3833.72
248,160,2025-06-12,2,632.78
249,165,2025-09-11,2,519.04
250,156,2025-10-14,7,1031.45
251,178,2025-09-01,1,18.95
252,47,2025-05-28,1,108.1
253,196,2025-06-18,1,230.29
254,87,2025-05-26,1,20.97
255,47,2025-10-27,6,648.6
256,145,2025-08-16,3,637.95
257,18,2025-09-11,1,409.38
258,163,2025-08-04,10,2817.7
259,24,2025-06-13,4,1131.56
260,56,2025-07-17,1,257.56
261,117,2025-08-26,1,239.66
262,95,2025-10-09,1,226.67
263,84,2025-05-23,4,1283.08
264,146,2025-06-07,2,134.7
265,14,2025-06-13,1,122.12
266,194,2025-09-18,2,650.4
267,173,2025-08-24,1,155.92
268,114,2025-08-10,3,577.2
269,125,2025-09-13,2,538.48
270,107,2025-09-11,1,217.28
271,194,2025-08-14,2,650.4
272,89,2025-10-13,1,73.51
273,73,2025-10-01,3,747.54
274,152,2025-10-22,2,560.52
275,171,2025-07-10,1,234.36
276,57,2025-09-06,1,430.39
277,154,2025-06-20,1,234.24
278,53,2025-10-12,1,82.33
279,55,2025-09-27,4,1513.2
280,196,2025-09-30,1,230.29
281,84,2025-08-05,1,320.77
282,128,2025-08-16,4,631.68
283,45,2025-08-15,1,38.76
284,137,2025-07-17,3,261.36
285,129,2025-07-16,2,455.88
286,172,2025-11-17,7,2735.6
287,19,2025-05-24,1,151.63
288,190,2025-06-24,1,101.59
289,5,2025-09-05,1,257.39
290,20,2025-09-28,5,1872.35
291,148,2025-07-10,1,50.38
292,104,2025-09-15,3,707.37
293,107,2025-09-06,1,217.28
294,104,2025-08-22,1,235.79
295,84,2025-09-07,1,320.77
296,159,2025-09-18,1,52.64
297,177,2025-06-05,7,962.15
298,23,2025-09-04,1,90.41
299,28,2025-06-24,1,198.18
300,151,2025-09-16,1,276.11
301,21,2025-08-11,1,42.91
302,80,2025-11-17,6,558.42
303,57,2025-08-29,1,430.39
304,44,2025-05-31,1,17.88
305,163,2025-10-06,1,281.77
306,131,2025-08-31,1,118.21
307,199,2025-09-18,1,194.16
308,187,2025-08-20,9,2716.29
309,166,2025-06-20,5,1371.7
310,61,2025-07-29,1,306.55
311,66,2025-11-08,1,255.4
312,155,2025-06-04,1,270.56
313,195,2025-09-07,3,128.94
314,46,2025-10-31,9,3809.88
315,161,2025-07-05,2,391.64
316,194,2025-07-07,2,650.4
317,149,2025-10-16,1,352.67
318,145,2025-08-07,3,637.95
319,160,2025-06-28,1,316.39
320,161,2025-10-03,1,195.82
321,113,2025-10-14,1,110.68
322,114,2025-07-24,2,384.8
323,71,2025-07-07,2,126.64
324,91,2025-09-20,2,728.82
325,80,2025-11-12,2,186.14
326,10,2025-09-06,1,286.27
327,74,2025-06-20,1,209.47
328,24,2025-07-24,2,565.78
329,130,2025-11-11,2,500.4
330,149,2025-08-27,2,705.34
331,190,2025-08-01,6,609.54
332,116,2025-09-04,7,2536.24
333,147,2025-09-20,3,878.16
334,83,2025-08-10,2,285.92
335,129,2025-09-29,1,227.94
336,16,2025-10-27,1,389.87
337,88,2025-10-13,12,598.2
338,22,2025-08-05,2,471.42
339,45,2025-07-16,1,38.76
340,182,2025-06-12,1,353.13
341,113,2025-10-13,2,221.36
342,157,2025-11-13,1,390.29
343,96,2025-07-22,7,771.96
344,100,2025-11-08,2,463.02
345,87,2025-08-21,3,62.91
346,14,2025-08-25,4,488.48
347,166,2025-06-27,1,274.34
348,85,2025-10-07,1,293.4
349,174,2025-09-25,1,244.5
350,65,2025-05-31,3,805.65
351,169,2025-05-27,10,2107.7
352,155,2025-06-25,6,1623.36
353,86,2025-11-06,1,9.58
354,170,2025-07-03,1,36.25
355,90,2025-08-26,1,370.95
356,168,2025-06-10,3,822.87
357,101,2025-07-07,1,67.75
358,182,2025-06-07,8,2825.04
359,80,2025-06-26,2,186.14
360,165,2025-06-10,4,1038.08
361,33,2025-09-17,3,1286.91
362,190,2025-07-31,17,1727.03
363,135,2025-08-13,1,10.59
364,172,2025-07-31,1,390.8
365,93,2025-09-30,1,96.33
366,80,2025-08-03,1,93.07
367,55,2025-11-17,1,378.3
368,197,2025-09-06,1,277.05
369,58,2025-07-21,31,4810.58
370,40,2025-06-30,1,218.81
371,26,2025-06-09,2,711.1
372,139,2025-09-23,5,345.95
373,135,2025-10-20,1,10.59
374,87,2025-07-22,6,125.82
375,159,2025-06-13,1,52.64
376,97,2025-08-28,1,145.43
377,47,2025-09-03,5,540.5
378,198,2025-09-01,2,124.4
379,43,2025-10-14,3,445.89
380,12,2025-11-03,2,117.6
381,174,2025-07-10,3,733.5
382,114,2025-10-17,2,384.8
383,193,2025-10-03,4,956.6
384,115,2025-11-12,1,53.39
385,62,2025-06-25,1,65.62
386,121,2025-05-25,7,1215.83
387,50,2025-09-21,1,43.43
388,147,2025-06-22,12,3512.64
389,119,2025-10-03,4,705.68
390,200,2025-10-15,1,23.22
391,136,2025-10-26,1,239.86
392,42,2025-10-25,5,2069.95
393,155,2025-07-15,1,270.56
394,65,2025-10-17,1,268.55
395,124,2025-08-05,6,345.48
396,142,2025-06-10,8,207.92
397,183,2025-09-12,5,1005.1
398,32,2025-05-28,1,284.09
399,196,2025-07-10,1,230.29
400,116,2025-09-26,7,2536.24
401,38,2025-08-28,5,1683.45
402,24,2025-08-17,8,2263.12
403,57,2025-09-14,5,2151.95
404,90,2025-08-12,7,2596.65
405,107,2025-09-30,1,217.28
406,129,2025-09-04,1,227.94
407,99,2025-06-08,15,6404.7
408,96,2025-09-10,1,110.28
409,82,2025-10-09,8,3362.56
410,183,2025-05-25,3,603.06
411,38,2025-08-14,1,336.69
412,74,2025-06-27,7,1466.29
413,121,2025-08-15,3,521.07
414,36,2025-07-12,4,361.08
415,121,2025-06-18,1,173.69
416,2,2025-08-24,7,320.81
417,5,2025-06-17,1,257.39
418,39,2025-09-26,2,651.2
419,187,2025-07-30,2,603.62
420,109,2025-07-21,1,116.91
421,74,2025-08-12,1,209.47
422,32,2025-05-27,1,284.09
423,108,2025-11-07,4,613.8
424,160,2025-09-09,1,316.39
425,29,2025-11-03,8,1816.72
426,128,2025-06-29,2,315.84
427,5,2025-11-03,4,1029.56
428,148,2025-06-03,1,50.38
429,37,2025-11-08,1,82.14
430,1,2025-06-07,2,116.98
431,62,2025-09-01,2,131.24
432,48,2025-07-30,3,223.86
433,22,2025-07-15,2,471.42
434,93,2025-08-27,1,96.33
435,135,2025-08-31,2,21.18
436,130,2025-07-02,2,500.4
437,100,2025-06-21,6,1389.06
438,12,2025-07-08,3,176.4
439,96,2025-08-16,1,110.28
440,5,2025-09-22,1,257.39
441,18,2025-06-20,1,409.38
442,188,2025-10-20,3,477.06
443,27,2025-07-25,4,306.48
444,189,2025-07-03,4,821.6
445,35,2025-06-08,1,246.18
446,140,2025-11-01,1,260.68
447,165,2025-09-14,1,259.52
448,200,2025-09-28,3,69.66
449,179,2025-06-01,1,390.58
450,47,2025-07-02,5,540.5
451,17,2025-07-01,3,660.57
452,118,2025-09-06,1,400.34
453,52,2025-09-08,1,142.57
454,52,2025-07-12,6,855.42
455,81,2025-06-30,8,2584.88
456,132,2025-06-11,1,145.78
457,140,2025-06-19,1,260.68
458,10,2025-08-26,4,1145.08
459,49,2025-09-19,1,358.5
460,200,2025-09-09,1,23.22
461,168,2025-07-09,1,274.29
462,32,2025-09-01,4,1136.36
463,112,2025-09-26,6,1243.74
464,191,2025-05-31,1,180.09
465,99,2025-06-29,1,426.98
466,48,2025-10-27,2,149.24
467,128,2025-06-14,1,157.92
468,133,2025-09-07,1,39.41
469,22,2025-11-14,5,1178.55
470,21,2025-06-13,1,42.91
471,47,2025-08-11,2,216.2
472,83,2025-06-21,1,142.96
473,84,2025-08-10,3,962.31
474,79,2025-07-30,1,133.94
475,184,2025-07-13,1,67.34
476,177,2025-10-24,1,137.45
477,115,2025-07-19,1,53.39
478,91,2025-09-08,2,728.82
479,112,2025-06-06,1,207.29
480,15,2025-08-01,1,119.75
481,164,2025-09-07,1,217.61
482,132,2025-10-17,4,583.12
483,174,2025-07-27,1,244.5
484,8,2025-08-18,1,326.57
485,156,2025-07-08,3,442.05
486,113,2025-05-26,1,110.68
487,18,2025-09-24,1,409.38
488,166,2025-08-08,1,274.34
489,99,2025-11-11,13,5550.74
490,9,2025-07-05,2,110.56
491,174,2025-10-11,1,244.5
492,95,2025-06-17,1,226.67
493,196,2025-08-17,1,230.29
494,36,2025-07-14,2,180.54
495,102,2025-06-07,1,311.88
496,72,2025-07-09,1,451.04
497,30,2025-07-20,1,390.75
498,48,2025-10-20,2,149.24
499,100,2025-06-05,7,1620.57
500,31,2025-09-01,1,92.71
501,67,2025-05-30,3,201.63
502,55,2025-06-26,16,6052.8
503,74,2025-07-11,3,628.41
504,126,2025-11-06,1,137.1
505,35,2025-07-10,5,1230.9
506,116,2025-08-22,1,362.32
507,183,2025-09-15,1,201.02
508,23,2025-08-07,4,361.64
509,82,2025-07-03,3,1260.96
510,182,2025-10-12,1,353.13
511,139,2025-07-20,1,69.19
512,77,2025-10-28,5,2232.8
513,183,2025-07-02,3,603.06
514,180,2025-05-26,3,1045.23
515,93,2025-08-22,2,192.66
516,32,2025-06-17,12,3409.08
517,36,2025-09-24,1,90.27
518,127,2025-09-28,1,88.68
519,142,2025-06-11,2,51.98
520,120,2025-08-13,4,1066.2
521,142,2025-06-10,1,25.99
522,23,2025-06-19,1,90.41
523,102,2025-10-23,23,7173.24
524,185,2025-07-04,1,286.71
525,106,2025-08-15,4,965.0
526,148,2025-05-23,1,50.38
527,82,2025-06-23,3,1260.96
528,116,2025-06-06,1,362.32
529,133,2025-08-14,1,39.41
530,200,2025-10-28,2,46.44
531,151,2025-07-04,1,276.11
532,34,2025-06-12,1,160.01
533,15,2025-08-28,5,598.75
534,133,2025-10-03,1,39.41
535,43,2025-10-08,1,148.63
536,182,2025-11-13,1,353.13
537,133,2025-06-17,6,236.46
538,21,2025-11-06,1,42.91
539,163,2025-09-04,9,2535.93
540,71,2025-07-05,1,63.32
541,78,2025-08-25,2,545.36
542,24,2025-05-26,2,565.78
543,44,2025-09-23,2,35.76
544,149,2025-07-26,1,352.67
545,169,2025-06-14,2,421.54
546,155,2025-10-21,1,270.56
547,145,2025-07-13,1,212.65
548,8,2025-11-11,1,326.57
549,165,2025-09-09,4,1038.08
550,68,2025-08-12,3,741.27
551,197,2025-10-10,2,554.1
552,159,2025-09-12,3,157.92
553,128,2025-05-27,6,947.52
554,140,2025-07-18,1,260.68
555,78,2025-11-02,2,545.36
556,176,2025-10-21,1,277.06
557,117,2025-08-04,1,239.66
558,16,2025-08-11,1,389.87
559,107,2025-09-24,1,217.28
560,53,2025-07-01,1,82.33
561,37,2025-10-07,1,82.14
562,184,2025-11-06,1,67.34
563,89,2025-09-11,11,808.61
564,34,2025-09-10,4,640.04
565,132,2025-08-23,2,291.56
566,82,2025-06-24,1,420.32
567,32,2025-10-20,1,284.09
568,64,2025-07-22,1,27.67
569,13,2025-09-01,1,458.58
570,99,2025-06-21,5,2134.9
571,108,2025-08-12,1,153.45
572,41,2025-08-06,5,1620.15
573,148,2025-10-15,3,151.14
574,49,2025-09-14,4,1434.0
575,128,2025-07-24,16,2526.72
576,120,2025-06-06,2,533.1
577,79,2025-05-29,2,267.88
578,24,2025-09-05,8,2263.12
579,130,2025-09-12,1,250.2
580,62,2025-07-07,1,65.62
581,91,2025-07-01,1,364.41
582,73,2025-06-20,2,498.36
583,168,2025-10-10,3,822.87
584,74,2025-06-29,2,418.94
585,28,2025-09-20,1,198.18
586,68,2025-07-22,3,741.27
587,196,2025-07-13,1,230.29
588,12,2025-11-02,2,117.6
589,146,2025-08-01,2,134.7
590,93,2025-11-03,3,288.99
591,19,2025-09-16,1,151.63
592,116,2025-06-16,4,1449.28
593,72,2025-06-09,5,2255.2
594,160,2025-06-05,3,949.17
595,31,2025-08-26,1,92.71
596,25,2025-06-02,1,119.28
597,87,2025-08-20,2,41.94
598,94,2025-07-13,4,1577.32
599,51,2025-07-08,2,417.88
600,103,2025-10-09,2,390.24
601,12,2025-11-03,1,58.8
602,183,2025-10-16,1,201.02
603,122,2025-09-13,2,215.94
604,39,2025-06-20,2,651.2
605,132,2025-06-14,1,145.78
606,157,2025-05-25,1,390.29
607,101,2025-08-21,14,948.5
608,190,2025-07-03,5,507.95
609,152,2025-10-23,1,280.26
610,131,2025-09-12,2,236.42
611,182,2025-07-31,2,706.26
612,122,2025-06-12,5,539.85
613,95,2025-11-08,1,226.67
614,29,2025-09-09,11,2497.99
615,150,2025-09-18,1,76.52
616,186,2025-08-21,6,1485.48
617,162,2025-06-06,1,392.95
618,122,2025-10-28,1,107.97
619,168,2025-06-23,4,1097.16
620,199,2025-08-16,2,388.32
621,59,2025-10-23,3,144.99
622,150,2025-06-13,1,76.52
623,135,2025-08-18,2,21.18
624,159,2025-10-19,4,210.56
625,98,2025-11-11,1,14.72
626,175,2025-09-24,1,88.79
627,147,2025-08-16,8,2341.76
628,29,2025-11-01,1,227.09
629,113,2025-08-08,1,110.68
630,39,2025-08-19,1,325.6
631,53,2025-05-25,1,82.33
632,199,2025-10-25,2,388.32
633,121,2025-11-11,9,1563.21
634,189,2025-07-06,3,616.2
635,181,2025-06-07,1,138.27
636,54,2025-11-08,3,226.95
637,170,2025-07-30,1,36.25
638,97,2025-08-15,1,145.43
639,45,2025-08-12,1,38.76
640,137,2025-06-13,1,87.12
641,91,2025-09-05,3,1093.23
642,185,2025-10-24,3,860.13
643,178,2025-10-07,1,18.95
644,124,2025-10-06,1,57.58
645,64,2025-10-24,1,27.67
646,77,2025-08-06,1,446.56
647,77,2025-08-19,4,1786.24
648,181,2025-09-05,1,138.27
649,181,2025-06-05,2,276.54
650,123,2025-07-25,1,272.97
651,185,2025-11-11,1,286.71
652,32,2025-06-05,2,568.18
653,140,2025-07-21,1,260.68
654,102,2025-07-08,5,1559.4
655,198,2025-10-27,4,248.8
656,75,2025-10-21,1,416.32
657,183,2025-06-30,1,201.02
658,114,2025-06-14,3,577.2
659,192,2025-11-03,2,37.4
660,52,2025-06-16,5,712.85
661,70,2025-10-29,8,1819.2
662,179,2025-09-13,1,390.58
663,28,2025-06-29,2,396.36
664,151,2025-07-28,1,276.11
665,13,2025-09-13,3,1375.74
666,136,2025-06-29,1,239.86
667,60,2025-10-29,1,416.3
668,106,2025-11-13,1,241.25
669,121,2025-10-29,1,173.69
670,198,2025-09-16,1,62.2
671,141,2025-08-14,11,2097.37
672,41,2025-07-08,1,324.03
673,122,2025-09-17,1,107.97
674,52,2025-07-08,4,570.28
675,74,2025-08-03,1,209.47
676,166,2025-08-15,1,274.34
677,197,2025-06-26,1,277.05
678,147,2025-09-11,1,292.72
679,190,2025-10-11,3,304.77
680,10,2025-09-13,7,2003.89
681,45,2025-09-29,1,38.76
682,46,2025-06-21,8,3386.56
683,10,2025-10-14,17,4866.59
684,102,2025-07-02,4,1247.52
685,48,2025-07-28,8,596.96
686,75,2025-10-24,6,2497.92
687,3,2025-06-26,1,116.57
688,155,2025-10-09,1,270.56
689,86,2025-10-23,1,9.58
690,165,2025-07-23,2,519.04
691,127,2025-09-29,6,532.08
692,35,2025-06-13,5,1230.9
693,120,2025-10-30,1,266.55
694,29,2025-10-09,1,227.09
695,188,2025-08-02,1,159.02
696,66,2025-10-20,3,766.2
697,4,2025-06-05,4,551.6
698,76,2025-10-06,2,164.54
699,194,2025-08-08,1,325.2
700,157,2025-07-27,5,1951.45
701,104,2025-06-12,5,1178.95
702,132,2025-10-25,1,145.78
703,103,2025-10-04,3,585.36
704,48,2025-11-15,18,1343.16
705,123,2025-06-21,1,272.97
706,64,2025-07-23,1,27.67
707,99,2025-08-26,1,426.98
708,193,2025-10-14,1,239.15
709,85,2025-06-28,1,293.4
710,186,2025-07-15,2,495.16
711,67,2025-05-30,3,201.63
712,178,2025-08-10,1,18.95
713,171,2025-09-18,1,234.36
714,79,2025-10-12,1,133.94
715,176,2025-09-08,2,554.12
716,181,2025-08-09,4,553.08
717,177,2025-06-16,1,137.45
718,76,2025-11-13,2,164.54
719,57,2025-05-31,1,430.39
720,35,2025-08-10,1,246.18
721,117,2025-07-29,4,958.64
722,156,2025-05-25,1,147.35
723,180,2025-06-07,2,696.82
724,121,2025-09-13,4,694.76
725,171,2025-07-19,5,1171.8
726,196,2025-10-25,1,230.29
727,194,2025-08-16,2,650.4
728,21,2025-07-17,2,85.82
729,136,2025-10-03,3,719.58
730,20,2025-08-25,7,2621.29
731,29,2025-06-30,1,227.09
732,141,2025-10-15,6,1144.02
733,52,2025-06-20,2,285.14
734,39,2025-06-25,1,325.6
735,134,2025-11-07,2,501.54
736,175,2025-11-01,1,88.79
737,150,2025-06-16,2,153.04
738,131,2025-07-12,1,118.21
739,15,2025-09-09,1,119.75
740,132,2025-08-07,1,145.78
741,145,2025-09-28,1,212.65
742,119,2025-08-25,3,529.26
743,79,2025-10-08,3,401.82
744,102,2025-08-13,1,311.88
745,1,2025-07-19,4,233.96
746,149,2025-07-07,1,352.67
747,109,2025-10-13,1,116.91
748,17,2025-10-27,2,440.38
749,16,2025-11-03,12,4678.44
750,18,2025-09-20,12,4912.56
751,121,2025-08-15,1,173.69
752,105,2025-11-05,1,56.93
753,35,2025-08-19,4,984.72
754,187,2025-09-13,3,905.43
755,108,2025-11-07,2,306.9
756,98,2025-08-17,1,14.72
757,97,2025-08-05,1,145.43
758,175,2025-08-14,9,799.11
759,139,2025-06-18,1,69.19
760,90,2025-06-01,1,370.95
761,138,2025-11-11,2,298.42
762,33,2025-10-17,3,1286.91
763,58,2025-09-07,5,775.9
764,194,2025-08-16,1,325.2
765,77,2025-09-13,1,446.56
766,185,2025-10-29,2,573.42
767,137,2025-07-13,1,87.12
768,59,2025-07-21,1,48.33
769,89,2025-10-27,1,73.51
770,49,2025-08-22,8,2868.0
771,186,2025-06-26,4,990.32
772,9,2025-07-31,4,221.12
773,108,2025-10-07,2,306.9
774,5,2025-08-13,1,257.39
775,18,2025-11-02,1,409.38
776,9,2025-06-28,1,55.28
777,173,2025-07-22,3,467.76
778,13,2025-06-23,1,458.58
779,12,2025-10-21,1,58.8
780,60,2025-10-13,2,832.6
781,194,2025-07-23,5,1626.0
782,15,2025-09-14,1,119.75
783,75,2025-10-30,1,416.32
784,188,2025-08-28,2,318.04
785,148,2025-08-17,2,100.76
786,173,2025-09-28,5,779.6
787,61,2025-10-14,1,306.55
788,37,2025-10-19,12,985.68
789,134,2025-07-11,1,250.77
790,77,2025-06-20,1,446.56
791,143,2025-06-13,8,1217.04
792,189,2025-11-13,10,2054.0
793,161,2025-05-27,3,587.46
794,143,2025-06-11,2,304.26
795,89,2025-10-11,8,588.08
796,172,2025-09-01,1,390.8
797,135,2025-09-04,1,10.59
798,107,2025-08-02,1,217.28
799,77,2025-07-03,1,446.56
800,194,2025-10-15,2,650.4
801,62,2025-09-25,5,328.1
802,77,2025-06-19,5,2232.8
803,37,2025-10-03,4,328.56
804,15,2025-05-26,2,239.5
805,107,2025-08-24,2,434.56
806,35,2025-06-01,1,246.18
807,66,2025-07-17,1,255.4
808,166,2025-11-11,1,274.34
809,116,2025-11-02,8,2898.56
810,24,2025-06-07,2,565.78
811,49,2025-07-07,1,358.5
812,97,2025-08-16,3,436.29
813,155,2025-07-13,1,270.56
